concept_id,concept_code,concept_name,body_system,progressive,icd
45562679,M23.262,"Derangement of other lateral meniscus due to old tear or injury, left knee",musculoskeletal,no,10
45562680,M24.10,"Other articular cartilage disorders, unspecified site",musculoskeletal,no,10
45562681,M24.171,"Other articular cartilage disorders, right ankle",musculoskeletal,no,10
45562682,M24.241,"Disorder of ligament, right hand",musculoskeletal,no,10
45562683,M24.242,"Disorder of ligament, left hand",musculoskeletal,no,10
45562684,M24.252,"Disorder of ligament, left hip",musculoskeletal,no,10
45562685,M24.431,"Recurrent dislocation, right wrist",musculoskeletal,no,10
45562686,M24.474,"Recurrent dislocation, right foot",musculoskeletal,no,10
45562687,M24.511,"Contracture, right shoulder",musculoskeletal,no,10
45562688,M24.512,"Contracture, left shoulder",musculoskeletal,no,10
45562689,M24.674,"Ankylosis, right foot",musculoskeletal,no,10
45562690,M24.822,"Other specific joint derangements of left elbow, not elsewhere classified",musculoskeletal,no,10
45562709,M32.14,Glomerular disease in systemic lupus erythematosus,immunological,yes,10
45562712,M40.03,"Postural kyphosis, cervicothoracic region",musculoskeletal,no,10
45562713,M40.205,"Unspecified kyphosis, thoracolumbar region",musculoskeletal,no,10
45562715,M41.114,"Juvenile idiopathic scoliosis, thoracic region",musculoskeletal,no,10
45562716,M41.129,"Adolescent idiopathic scoliosis, site unspecified",musculoskeletal,no,10
45562717,M41.50,"Other secondary scoliosis, site unspecified",musculoskeletal,no,10
45562718,M42.04,"Juvenile osteochondrosis of spine, thoracic region",musculoskeletal,no,10
45557810,M1A.0191,"Idiopathic chronic gout, unspecified shoulder, with tophus (tophi)",metabolic,no,10
45557811,M1A.08X0,"Idiopathic chronic gout, vertebrae, without tophus (tophi)",metabolic,no,10
45557817,M1A.4391,"Other secondary chronic gout, unspecified wrist, with tophus (tophi)",metabolic,no,10
45557818,M1A.4510,"Other secondary chronic gout, right hip, without tophus (tophi)",metabolic,no,10
45557819,M1A.4590,"Other secondary chronic gout, unspecified hip, without tophus (tophi)",metabolic,no,10
45557822,M21.059,"Valgus deformity, not elsewhere classified, unspecified hip",musculoskeletal,no,10
45567839,N35.013,Post-traumatic anterior urethral stricture,renal,no,10
45567842,N39.46,Mixed incontinence,renal,no,10
45567865,N81.82,Incompetence or weakening of pubocervical tissue,genitourinary,no,10
45562223,H33.001,"Unspecified retinal detachment with retinal break, right eye",ophthalmological,no,10
45562224,H33.041,"Retinal detachment with retinal dialysis, right eye",ophthalmological,no,10
45562226,H34.232,"Retinal artery branch occlusion, left eye",ophthalmological,no,10
45562227,H35.021,"Exudative retinopathy, right eye",ophthalmological,no,10
45562228,H35.033,"Hypertensive retinopathy, bilateral",ophthalmological,no,10
45562229,H35.071,"Retinal telangiectasis, right eye",ophthalmological,no,10
45562231,H35.383,"Toxic maculopathy, bilateral",ophthalmological,no,10
45562232,H35.459,"Secondary pigmentary degeneration, unspecified eye",ophthalmological,no,10
45562234,H35.711,"Central serous chorioretinopathy, right eye",ophthalmological,no,10
45562237,H40.1293,"Low-tension glaucoma, unspecified eye, severe stage",ophthalmological,no,10
45562238,H40.1333,"Pigmentary glaucoma, bilateral, severe stage",ophthalmological,no,10
45562239,H40.1494,"Capsular glaucoma with pseudoexfoliation of lens, unspecified eye, indeterminate stage",ophthalmological,no,10
45562240,H40.152,"Residual stage of open-angle glaucoma, left eye",ophthalmological,no,10
45562241,H40.2223,"Chronic angle-closure glaucoma, left eye, severe stage",ophthalmological,no,10
45562242,H40.2290,"Chronic angle-closure glaucoma, unspecified eye, stage unspecified",ophthalmological,no,10
45562243,H40.30X3,"Glaucoma secondary to eye trauma, unspecified eye, severe stage",ophthalmological,no,10
45562244,H40.51X3,"Glaucoma secondary to other eye disorders, right eye, severe stage",ophthalmological,no,10
45562245,H40.60X4,"Glaucoma secondary to drugs, unspecified eye, indeterminate stage",ophthalmological,no,10
45562247,H40.823,"Hypersecretion glaucoma, bilateral",ophthalmological,no,10
45562261,H47.511,"Disorders of visual pathways in (due to) inflammatory disorders, right side",ophthalmological,no,10
45562262,H47.531,"Disorders of visual pathways in (due to) vascular disorders, right side",ophthalmological,no,10
45562264,H49.881,"Other paralytic strabismus, right eye",ophthalmological,no,10
45586555,H83.2X9,"Labyrinthine dysfunction, unspecified ear",otologic,no,10
45586572,I25.10,Atherosclerotic heart disease of native coronary artery without angina pectoris,cardiac,yes,10
45586587,I50.20,Unspecified systolic (congestive) heart failure,cardiac,yes,10
45586588,I50.42,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,cardiac,yes,10
45586598,I65.01,Occlusion and stenosis of right vertebral artery,neurological,yes,10
45562727,M46.09,"Spinal enthesopathy, multiple sites in spine",musculoskeletal,no,10
45563578,S24.113S,"Complete lesion at T7-T10 level of thoracic spinal cord, sequela",neurological,yes,10
45561686,A18.51,Tuberculous episcleritis,ophthalmological,no,10
45561687,A18.52,Tuberculous keratitis,ophthalmological,no,10
45561688,A18.81,Tuberculosis of thyroid gland,endocrinological,no,10
45561689,A18.85,Tuberculosis of spleen,immunological,no,10
45561709,A50.06,Early cutaneous congenital syphilis,neurological,yes,10
45561711,A50.45,Juvenile general paresis,neurological,yes,10
45561712,A50.51,Clutton's joints,neurological,yes,10
45561713,A50.52,Hutchinson's teeth,neurological,yes,10
45561714,A50.56,Late congenital syphilitic osteochondropathy,neurological,yes,10
45561715,A52.16,Charcot's arthropathy (tabetic),neurological,yes,10
45561716,A52.75,Syphilis of kidney and ureter,neurological,yes,10
45562721,M43.13,"Spondylolisthesis, cervicothoracic region",musculoskeletal,no,10
45562722,M43.17,"Spondylolisthesis, lumbosacral region",musculoskeletal,no,10
45562725,M46.07,"Spinal enthesopathy, lumbosacral region",musculoskeletal,no,10
45562726,M46.08,"Spinal enthesopathy, sacral and sacrococcygeal region",musculoskeletal,no,10
45562731,M46.87,"Other specified inflammatory spondylopathies, lumbosacral region",immunological,no,10
45562732,M47.12,"Other spondylosis with myelopathy, cervical region",musculoskeletal,no,10
45562733,M47.816,"Spondylosis without myelopathy or radiculopathy, lumbar region",musculoskeletal,no,10
45562735,M48.25,"Kissing spine, thoracolumbar region",musculoskeletal,no,10
45562736,M48.37,"Traumatic spondylopathy, lumbosacral region",musculoskeletal,no,10
45557826,M21.542,"Acquired clubfoot, left foot",musculoskeletal,no,10
45557831,M23.300,"Other meniscus derangements, unspecified lateral meniscus, right knee",musculoskeletal,no,10
45557832,M23.352,"Other meniscus derangements, posterior horn of lateral meniscus, left knee",musculoskeletal,no,10
45557837,M24.111,"Other articular cartilage disorders, right shoulder",musculoskeletal,no,10
45557838,M24.149,"Other articular cartilage disorders, unspecified hand",musculoskeletal,no,10
45557840,M24.272,"Disorder of ligament, left ankle",musculoskeletal,no,10
45557841,M24.274,"Disorder of ligament, right foot",musculoskeletal,no,10
45557842,M24.375,"Pathological dislocation of left foot, not elsewhere classified",musculoskeletal,no,10
45557844,M24.443,"Recurrent dislocation, unspecified hand",musculoskeletal,no,10
45557845,M24.521,"Contracture, right elbow",musculoskeletal,no,10
45557846,M24.522,"Contracture, left elbow",musculoskeletal,no,10
45557847,M24.659,"Ankylosis, unspecified hip",musculoskeletal,no,10
45557848,M24.671,"Ankylosis, right ankle",musculoskeletal,no,10
45557865,M33.22,Polymyositis with myopathy,immunological,no,10
45557872,M41.04,"Infantile idiopathic scoliosis, thoracic region",musculoskeletal,no,10
45557873,M41.05,"Infantile idiopathic scoliosis, thoracolumbar region",musculoskeletal,no,10
45557874,M41.119,"Juvenile idiopathic scoliosis, site unspecified",musculoskeletal,no,10
45557875,M41.126,"Adolescent idiopathic scoliosis, lumbar region",musculoskeletal,no,10
45557876,M41.42,"Neuromuscular scoliosis, cervical region",musculoskeletal,no,10
45557877,M42.08,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",musculoskeletal,no,10
45558747,S24.132A,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",neurological,yes,10
45558748,S24.134A,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",neurological,yes,10
45566966,H15.009,"Unspecified scleritis, unspecified eye",ophthalmological,no,10
45566967,H15.019,"Anterior scleritis, unspecified eye",ophthalmological,no,10
45566968,H15.032,"Posterior scleritis, left eye",ophthalmological,no,10
45566969,H15.832,"Staphyloma posticum, left eye",ophthalmological,no,10
45567004,H20.22,"Lens-induced iridocyclitis, left eye",ophthalmological,no,10
45567005,H20.811,"Fuchs' heterochromic cyclitis, right eye",ophthalmological,no,10
45567006,H20.822,"Vogt-Koyanagi syndrome, left eye",ophthalmological,no,10
45567008,H21.212,"Degeneration of chamber angle, left eye",ophthalmological,no,10
45567010,H21.542,"Posterior synechiae (iris), left eye",ophthalmological,no,10
45567011,H21.543,"Posterior synechiae (iris), bilateral",ophthalmological,no,10
45605777,I09.81,Rheumatic heart failure,cardiac,no,10
45563236,Q13.89,Other congenital malformations of anterior segment of eye,ophthalmological,no,10
45563243,Q25.79,Other congenital malformations of pulmonary artery,cardiac,no,10
45591469,I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure,cardiac,yes,10
45591477,I65.02,Occlusion and stenosis of left vertebral artery,neurological,yes,10
45588987,S78.111S,"Complete traumatic amputation at level between right hip and knee, sequela",musculoskeletal,no,10
45588988,S78.121A,"Partial traumatic amputation at level between right hip and knee, initial encounter",musculoskeletal,no,10
45588989,S78.122S,"Partial traumatic amputation at level between left hip and knee, sequela",musculoskeletal,no,10
45588990,S78.912S,"Complete traumatic amputation of left hip and thigh, level unspecified, sequela",musculoskeletal,no,10
45588991,S78.921D,"Partial traumatic amputation of right hip and thigh, level unspecified, subsequent encounter",musculoskeletal,no,10
45588992,S78.929D,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",musculoskeletal,no,10
45562744,M49.88,"Spondylopathy in diseases classified elsewhere, sacral and sacrococcygeal region",musculoskeletal,no,10
45562756,M61.011,"Myositis ossificans traumatica, right shoulder",musculoskeletal,no,10
45562757,M61.029,"Myositis ossificans traumatica, unspecified upper arm",musculoskeletal,no,10
45562758,M61.041,"Myositis ossificans traumatica, right hand",musculoskeletal,no,10
45562759,M61.08,"Myositis ossificans traumatica, other site",musculoskeletal,no,10
45562760,M61.122,"Myositis ossificans progressiva, left upper arm",musculoskeletal,no,10
45562761,M61.139,"Myositis ossificans progressiva, unspecified forearm",musculoskeletal,no,10
45562762,M61.162,"Myositis ossificans progressiva, left lower leg",musculoskeletal,no,10
45562763,M61.177,"Myositis ossificans progressiva, right toe(s)",musculoskeletal,no,10
45562764,M61.18,"Myositis ossificans progressiva, other site",musculoskeletal,no,10
45562765,M61.231,"Paralytic calcification and ossification of muscle, right forearm",musculoskeletal,no,10
45562766,M61.232,"Paralytic calcification and ossification of muscle, left forearm",musculoskeletal,no,10
45562767,M61.241,"Paralytic calcification and ossification of muscle, right hand",musculoskeletal,no,10
45562768,M61.269,"Paralytic calcification and ossification of muscle, unspecified lower leg",musculoskeletal,no,10
45562776,M62.559,"Muscle wasting and atrophy, not elsewhere classified, unspecified thigh",musculoskeletal,no,10
45562778,M62.89,Other specified disorders of muscle,musculoskeletal,no,10
45558753,S24.159D,"Other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter",neurological,yes,10
45557878,M43.01,"Spondylolysis, occipito-atlanto-axial region",musculoskeletal,no,10
45557880,M46.02,"Spinal enthesopathy, cervical region",musculoskeletal,no,10
45557883,M46.82,"Other specified inflammatory spondylopathies, cervical region",immunological,no,10
45557885,M47.813,"Spondylosis without myelopathy or radiculopathy, cervicothoracic region",musculoskeletal,no,10
45557889,M48.10,"Ankylosing hyperostosis [Forestier], site unspecified",immunological,no,10
45567012,H21.562,"Pupillary abnormality, left eye",ophthalmological,no,10
45567019,H27.129,"Anterior dislocation of lens, unspecified eye",ophthalmological,no,10
45567020,H27.133,"Posterior dislocation of lens, bilateral",ophthalmological,no,10
45567022,H30.032,"Focal chorioretinal inflammation, peripheral, left eye",ophthalmological,no,10
45567023,H30.103,"Unspecified disseminated chorioretinal inflammation, bilateral",ophthalmological,no,10
45567025,H31.019,"Macula scars of posterior pole (postinflammatory) (post-traumatic), unspecified eye",ophthalmological,no,10
45567026,H31.102,"Choroidal degeneration, unspecified, left eye",ophthalmological,no,10
45567027,H31.23,"Gyrate atrophy, choroid",ophthalmological,no,10
45567028,H31.323,"Choroidal rupture, bilateral",ophthalmological,no,10
45567029,H31.421,"Serous choroidal detachment, right eye",ophthalmological,no,10
45567030,H33.022,"Retinal detachment with multiple breaks, left eye",ophthalmological,no,10
45567031,H33.109,"Unspecified retinoschisis, unspecified eye",ophthalmological,no,10
45567033,H33.23,"Serous retinal detachment, bilateral",ophthalmological,no,10
45567034,H33.302,"Unspecified retinal break, left eye",ophthalmological,no,10
45567035,H33.312,"Horseshoe tear of retina without detachment, left eye",ophthalmological,no,10
45567036,H34.10,"Central retinal artery occlusion, unspecified eye",ophthalmological,no,10
45567037,H34.233,"Retinal artery branch occlusion, bilateral",ophthalmological,no,10
45591493,I69.969,Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side,neurological,no,10
45561794,C34.11,"Malignant neoplasm of upper lobe, right bronchus or lung",malignancy,n/a,10
45561795,C40.30,Malignant neoplasm of short bones of unspecified lower limb,malignancy,n/a,10
45566493,A17.89,Other tuberculosis of nervous system,neurological,yes,10
45566508,A50.42,Late congenital syphilitic encephalitis,neurological,yes,10
45561777,B97.35,"Human immunodeficiency virus, type 2 [HIV 2] as the cause of diseases classified elsewhere",immunological,yes,10
45561783,C06.89,Malignant neoplasm of overlapping sites of other parts of mouth,malignancy,n/a,10
45561796,C40.82,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,malignancy,n/a,10
45561797,C43.10,"Malignant melanoma of unspecified eyelid, including canthus",malignancy,n/a,10
45561798,C43.20,Malignant melanoma of unspecified ear and external auricular canal,malignancy,n/a,10
45561799,C43.39,Malignant melanoma of other parts of face,malignancy,n/a,10
45557897,M50.03,"Cervical disc disorder with myelopathy, cervicothoracic region",musculoskeletal,no,10
45557898,M50.20,"Other cervical disc displacement, unspecified cervical region",musculoskeletal,no,10
45557899,M51.06,"Intervertebral disc disorders with myelopathy, lumbar region",musculoskeletal,no,10
45557914,M61.062,"Myositis ossificans traumatica, left lower leg",musculoskeletal,no,10
45557915,M61.072,"Myositis ossificans traumatica, left ankle and foot",musculoskeletal,no,10
45557916,M61.132,"Myositis ossificans progressiva, left forearm",musculoskeletal,no,10
45557917,M61.173,"Myositis ossificans progressiva, unspecified ankle",musculoskeletal,no,10
45557918,M61.332,"Calcification and ossification of muscles associated with burns, left forearm",musculoskeletal,no,10
45557919,M61.449,"Other calcification of muscle, unspecified hand",musculoskeletal,no,10
45557920,M61.48,"Other calcification of muscle, other site",musculoskeletal,no,10
45557921,M61.49,"Other calcification of muscle, multiple sites",musculoskeletal,no,10
45557922,M61.541,"Other ossification of muscle, right hand",musculoskeletal,no,10
45557926,M62.50,"Muscle wasting and atrophy, not elsewhere classified, unspecified site",musculoskeletal,no,10
45557927,M62.532,"Muscle wasting and atrophy, not elsewhere classified, left forearm",musculoskeletal,no,10
45557928,M62.572,"Muscle wasting and atrophy, not elsewhere classified, left ankle and foot",musculoskeletal,no,10
45556904,A50.55,Late congenital syphilitic arthropathy,neurological,yes,10
45567039,H35.019,"Changes in retinal vascular appearance, unspecified eye",ophthalmological,no,10
45567040,H35.031,"Hypertensive retinopathy, right eye",ophthalmological,no,10
45567042,H35.152,"Retinopathy of prematurity, stage 4, left eye",ophthalmological,no,10
45567043,H35.173,"Retrolental fibroplasia, bilateral",ophthalmological,no,10
45567044,H35.353,"Cystoid macular degeneration, bilateral",ophthalmological,no,10
45567045,H35.369,"Drusen (degenerative) of macula, unspecified eye",ophthalmological,no,10
45567046,H35.451,"Secondary pigmentary degeneration, right eye",ophthalmological,no,10
45567049,H35.731,"Hemorrhagic detachment of retinal pigment epithelium, right eye",ophthalmological,no,10
45567052,H40.1210,"Low-tension glaucoma, right eye, stage unspecified",ophthalmological,no,10
45567053,H40.1231,"Low-tension glaucoma, bilateral, mild stage",ophthalmological,no,10
45567054,H40.1311,"Pigmentary glaucoma, right eye, mild stage",ophthalmological,no,10
45567055,H40.159,"Residual stage of open-angle glaucoma, unspecified eye",ophthalmological,no,10
45567057,H40.2233,"Chronic angle-closure glaucoma, bilateral, severe stage",ophthalmological,no,10
45567058,H40.30X4,"Glaucoma secondary to eye trauma, unspecified eye, indeterminate stage",ophthalmological,no,10
45567059,H40.31X3,"Glaucoma secondary to eye trauma, right eye, severe stage",ophthalmological,no,10
45567060,H40.33X2,"Glaucoma secondary to eye trauma, bilateral, moderate stage",ophthalmological,no,10
45567061,H40.33X3,"Glaucoma secondary to eye trauma, bilateral, severe stage",ophthalmological,no,10
45567062,H40.42X4,"Glaucoma secondary to eye inflammation, left eye, indeterminate stage",ophthalmological,no,10
45567063,H40.50X0,"Glaucoma secondary to other eye disorders, unspecified eye, stage unspecified",ophthalmological,no,10
45567064,H40.51X1,"Glaucoma secondary to other eye disorders, right eye, mild stage",ophthalmological,no,10
45567065,H40.53X0,"Glaucoma secondary to other eye disorders, bilateral, stage unspecified",ophthalmological,no,10
45567066,H40.62X2,"Glaucoma secondary to drugs, left eye, moderate stage",ophthalmological,no,10
45567067,H40.839,"Aqueous misdirection, unspecified eye",ophthalmological,no,10
45567080,H47.213,"Primary optic atrophy, bilateral",ophthalmological,no,10
45567081,H47.219,"Primary optic atrophy, unspecified eye",ophthalmological,no,10
45567082,H47.231,"Glaucomatous optic atrophy, right eye",ophthalmological,no,10
45567083,H47.293,"Other optic atrophy, bilateral",ophthalmological,no,10
45567084,H47.512,"Disorders of visual pathways in (due to) inflammatory disorders, left side",ophthalmological,no,10
45591520,I82.593,"Chronic embolism and thrombosis of other specified deep vein of lower extremity, bilateral",cardiac,no,10
45591521,I82.5Z2,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,cardiac,no,10
45567475,M1A.0111,"Idiopathic chronic gout, right shoulder, with tophus (tophi)",metabolic,no,10
45566509,A50.43,Late congenital syphilitic polyneuropathy,neurological,yes,10
45566510,A50.54,Late congenital cardiovascular syphilis,neurological,yes,10
45567476,M1A.0220,"Idiopathic chronic gout, left elbow, without tophus (tophi)",metabolic,no,10
45567477,M1A.0611,"Idiopathic chronic gout, right knee, with tophus (tophi)",metabolic,no,10
45567488,M1A.3611,"Chronic gout due to renal impairment, right knee, with tophus (tophi)",metabolic,no,10
45567490,M21.151,"Varus deformity, not elsewhere classified, right hip",musculoskeletal,no,10
45567493,M21.512,"Acquired clawhand, left hand",musculoskeletal,no,10
45567494,M21.549,"Acquired clubfoot, unspecified foot",musculoskeletal,no,10
45561801,C44.311,Basal cell carcinoma of skin of nose,malignancy,n/a,10
45561802,C44.519,Basal cell carcinoma of skin of other part of trunk,malignancy,n/a,10
45561803,C44.692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",malignancy,n/a,10
45561804,C44.791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",malignancy,n/a,10
45561807,C47.21,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",malignancy,n/a,10
45561809,C4A.52,Merkel cell carcinoma of skin of breast,malignancy,n/a,10
45561810,C4A.61,"Merkel cell carcinoma of right upper limb, including shoulder",malignancy,n/a,10
45561812,C50.211,Malignant neoplasm of upper-inner quadrant of right female breast,malignancy,n/a,10
45561813,C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,malignancy,n/a,10
45561814,C50.229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,malignancy,n/a,10
45561815,C50.311,Malignant neoplasm of lower-inner quadrant of right female breast,malignancy,n/a,10
45561817,C50.412,Malignant neoplasm of upper-outer quadrant of left female breast,malignancy,n/a,10
45561818,C50.421,Malignant neoplasm of upper-outer quadrant of right male breast,malignancy,n/a,10
45561819,C50.812,Malignant neoplasm of overlapping sites of left female breast,malignancy,n/a,10
45561820,C50.922,Malignant neoplasm of unspecified site of left male breast,malignancy,n/a,10
45561821,C57.21,Malignant neoplasm of right round ligament,malignancy,n/a,10
45561822,C63.11,Malignant neoplasm of right spermatic cord,malignancy,n/a,10
45561823,C69.12,Malignant neoplasm of left cornea,malignancy,n/a,10
45561824,C69.41,Malignant neoplasm of right ciliary body,malignancy,n/a,10
45561825,C69.51,Malignant neoplasm of right lacrimal gland and duct,malignancy,n/a,10
45561826,C69.81,Malignant neoplasm of overlapping sites of right eye and adnexa,malignancy,n/a,10
45561833,C79.40,Secondary malignant neoplasm of unspecified part of nervous system,malignancy,n/a,10
45561834,C79.60,Secondary malignant neoplasm of unspecified ovary,malignancy,n/a,10
45560199,S88.022S,"Partial traumatic amputation at knee level, left lower leg, sequela",musculoskeletal,no,10
45560200,S88.122S,"Partial traumatic amputation at level between knee and ankle, left lower leg, sequela",musculoskeletal,no,10
45556919,A81.83,Fatal familial insomnia,neurological,yes,10
45567086,H47.622,"Disorders of visual cortex in (due to) inflammatory disorders, left side of brain",ophthalmological,no,10
45567087,H49.32,"Total (external) ophthalmoplegia, left eye",ophthalmological,no,10
45567088,H49.813,"Kearns-Sayre syndrome, bilateral",metabolic,yes,10
45567089,H50.18,Alternating exotropia with other noncomitancies,ophthalmological,no,10
45567091,H50.43,Accommodative component in esotropia,ophthalmological,no,10
45567103,H57.051,"Tonic pupil, right eye",ophthalmological,no,10
45606768,Q72.70,"Split foot, unspecified lower limb",musculoskeletal,no,10
45591564,J84.843,Alveolar capillary dysplasia with vein misalignment,pulmonary/respiratory,yes,10
45567496,M21.761,"Unequal limb length (acquired), right tibia",musculoskeletal,no,10
45567500,M23.219,"Derangement of anterior horn of medial meniscus due to old tear or injury, unspecified knee",musculoskeletal,no,10
45567502,M23.304,"Other meniscus derangements, unspecified medial meniscus, left knee",musculoskeletal,no,10
45567503,M23.309,"Other meniscus derangements, unspecified meniscus, unspecified knee",musculoskeletal,no,10
45567504,M23.311,"Other meniscus derangements, anterior horn of medial meniscus, right knee",musculoskeletal,no,10
45567505,M23.342,"Other meniscus derangements, anterior horn of lateral meniscus, left knee",musculoskeletal,no,10
45567506,M23.369,"Other meniscus derangements, other lateral meniscus, unspecified knee",musculoskeletal,no,10
45567510,M24.172,"Other articular cartilage disorders, left ankle",musculoskeletal,no,10
45567511,M24.212,"Disorder of ligament, left shoulder",musculoskeletal,no,10
45567512,M24.222,"Disorder of ligament, left elbow",musculoskeletal,no,10
45567513,M24.311,"Pathological dislocation of right shoulder, not elsewhere classified",musculoskeletal,no,10
45567514,M24.361,"Pathological dislocation of right knee, not elsewhere classified",musculoskeletal,no,10
45567515,M24.376,"Pathological dislocation of unspecified foot, not elsewhere classified",musculoskeletal,no,10
45567516,M24.419,"Recurrent dislocation, unspecified shoulder",musculoskeletal,no,10
45567517,M24.459,"Recurrent dislocation, unspecified hip",musculoskeletal,no,10
45567518,M24.541,"Contracture, right hand",musculoskeletal,no,10
45567519,M24.562,"Contracture, left knee",musculoskeletal,no,10
45567520,M24.611,"Ankylosis, right shoulder",musculoskeletal,no,10
45567521,M24.649,"Ankylosis, unspecified hand",musculoskeletal,no,10
45567522,M24.662,"Ankylosis, left knee",musculoskeletal,no,10
45567523,M24.841,"Other specific joint derangements of right hand, not elsewhere classified",musculoskeletal,no,10
45566582,C34.30,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",malignancy,n/a,10
45566584,C43.22,Malignant melanoma of left ear and external auricular canal,malignancy,n/a,10
45566586,C44.49,Other specified malignant neoplasm of skin of scalp and neck,malignancy,n/a,10
45566588,C44.591,Other specified malignant neoplasm of skin of breast,malignancy,n/a,10
45566590,C44.80,Unspecified malignant neoplasm of overlapping sites of skin,malignancy,n/a,10
45565074,S88.022D,"Partial traumatic amputation at knee level, left lower leg, subsequent encounter",musculoskeletal,no,10
45565075,S88.121D,"Partial traumatic amputation at level between knee and ankle, right lower leg, subsequent encounter",musculoskeletal,no,10
45563707,S34.103A,"Unspecified injury to L3 level of lumbar spinal cord, initial encounter",neurological,yes,10
45563708,S34.104A,"Unspecified injury to L4 level of lumbar spinal cord, initial encounter",neurological,yes,10
45563709,S34.129A,"Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter",neurological,yes,10
45563710,S34.131A,"Complete lesion of sacral spinal cord, initial encounter",neurological,yes,10
45561835,C7A.021,Malignant carcinoid tumor of the cecum,malignancy,n/a,10
45561836,C80.1,"Malignant (primary) neoplasm, unspecified",malignancy,n/a,10
45561837,C81.03,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45561838,C81.06,"Nodular lymphocyte predominant Hodgkin lymphoma, intrapelvic lymph nodes",malignancy,n/a,10
45561839,C81.11,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561840,C81.45,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561841,C81.71,"Other Hodgkin lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561842,C81.91,"Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",malignancy,n/a,10
45561843,C82.15,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561844,C82.30,"Follicular lymphoma grade IIIa, unspecified site",malignancy,n/a,10
45561845,C82.85,"Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb",malignancy,n/a,10
45561846,C82.87,"Other types of follicular lymphoma, spleen",malignancy,n/a,10
45561847,C82.89,"Other types of follicular lymphoma, extranodal and solid organ sites",malignancy,n/a,10
45561848,C82.97,"Follicular lymphoma, unspecified, spleen",malignancy,n/a,10
45561849,C82.99,"Follicular lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45561850,C83.01,"Small cell B-cell lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561851,C83.30,"Diffuse large B-cell lymphoma, unspecified site",malignancy,n/a,10
45561852,C83.31,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",malignancy,n/a,10
45561853,C83.34,"Diffuse large B-cell lymphoma, lymph nodes of axilla and upper limb",malignancy,n/a,10
45561854,C83.78,"Burkitt lymphoma, lymph nodes of multiple sites",malignancy,n/a,10
45561855,C83.83,"Other non-follicular lymphoma, intra-abdominal lymph nodes",malignancy,n/a,10
45561856,C83.98,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",malignancy,n/a,10
45561859,C84.66,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",malignancy,n/a,10
45561860,C84.A9,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",malignancy,n/a,10
45567146,H83.11,"Labyrinthine fistula, right ear",otologic,no,10
45556973,C34.32,"Malignant neoplasm of lower lobe, left bronchus or lung",malignancy,n/a,10
45556978,C44.202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,malignancy,n/a,10
45556979,C44.291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,malignancy,n/a,10
45556981,C44.509,Unspecified malignant neoplasm of skin of other part of trunk,malignancy,n/a,10
45556982,C44.629,"Squamous cell carcinoma of skin of left upper limb, including shoulder",malignancy,n/a,10
45567148,H83.8X2,Other specified diseases of left inner ear,otologic,no,10
45567141,H74.92,Unspecified disorder of left middle ear and mastoid,otologic,no,10
45567144,H81.313,"Aural vertigo, bilateral",otologic,no,10
45567149,H83.8X3,"Other specified diseases of inner ear, bilateral",otologic,no,10
35210996,Q54.3,"Hypospadias, perineal",genitourinary,no,10
45556991,C4A.51,Merkel cell carcinoma of anal skin,malignancy,n/a,10
45591579,K22.710,Barrett's esophagus with low grade dysplasia,gastrointestinal,no,10
45591585,K31.84,Gastroparesis,gastrointestinal,no,10
